,overall,reviewTime,reviewText
304898,1.0,2018,EXCELLENT
304909,-1.0,2018,It doesn't work with Windows 10
304910,1.0,2018,Makes it easy to read books on my computer and tablet.
304911,1.0,2018,"The Kindle download was quick and went without any problems.  I am not very proficient with technological procedures, but had no problems with this."
304912,1.0,2018,Works as expected.
304913,-1.0,2018,"When you try to register it, all it does is take you to Amazon's home page. NO instructions on where to go from there. So, I uninstalled it and it is worthless."
304914,1.0,2018,can see books easier and I like it
304915,1.0,2018,"Easy, fast and fuss free."
304916,0.0,2018,Could be better. Freezes and hangs sometimes.
304917,1.0,2018,Perfect eBook reader!
304929,1.0,2018,as expected
304930,1.0,2018,"I wish the pages of books (especially textbooks) could be marked-up like a .pdf... you can make flashcards and highlight, but you cannot mark anything that is an image. (For example, in my statistics text, I am not able to mark/highlight a detail in a graph or chart.)"
304931,1.0,2018,"Works great.
Wouldn't be with out"
304932,-1.0,2018,"When I buy a book, I expect to own it, to be able to lend it / give it to whomever I want.  Not so with latest Kindle content - KFX.  Amazon has made it difficult to convert to mobi or epub formats after version 1.7* , at least for now.
In addition, on my tablet, the updates require access to practically EVERYTHING.  Hence, I have not updated my tablet Kindle since 2016.
When will this intrusion into my most private activities - like reading a book - end ?"
304933,1.0,2018,"A perfect way to read kindle books on a large screen, for those who need to use multiple devices at different locations."
304934,-1.0,2018,Does not work with Windows 10.  Installs but will not register.  Don't waste your time.
304935,1.0,2018,Love having the kindle reader on my computer...a MUST HAVE!!!
304936,1.0,2018,Once downloaded I had to go searching to be able to actually install it onto my desktop
304937,-1.0,2018,Did work properly on my laptop
304938,-1.0,2018,"Very disapointing to find out the kindle for PC is so awful and limited, especially when coming from an android phone and android tablets.  Looks awful, bare minimum effort, just crap."
304960,1.0,2018,"Being in graduate school, it is important to me that I have mutliple ways to access my textbooks, and the Kindle app for my PC gives me an additional option to help me be more flexible.  Its as good as the iPad, iPhone, and Kindle Fire apps.  I recommend it."
304961,1.0,2018,=]
304962,1.0,2018,Love the PC version
304963,1.0,2018,Downloaded program works as I expected and I use it nearly every day useful download
304964,1.0,2018,great
304965,1.0,2018,"I read my Kindle on a 55"" 4K TV.  What's not to like?"
304966,1.0,2018,love this for my e books for school.
304967,1.0,2018,The APP is easy to use. The prices are good.
304968,1.0,2018,"works great. I wish I keep two books open at the same time, though."
304979,-1.0,2018,"Don't waste your time, will not work on Windows 10. Amazon website doesn't recognize the PC."
304980,1.0,2018,Kindle is a really great app that allows you to store and access books purchased from Amazon. I have read more with this app than I had in years. It works great and is very user friendly.  I love it!
304981,1.0,2018,It need an update we can manage the books from there and the layout also an app for tablet mode so it can function right using the pen If I want to highlight or draw on my book
304982,1.0,2018,Always
304983,-1.0,2018,the App keeps timing out.  Very frustrating.
304984,1.0,2018,this is a great product!
304985,1.0,2018,Works as expected.
304986,1.0,2018,great program ... works well for when you are traveling ........... just load on your computer and no need to have a reader :-)
304987,1.0,2018,So convenient to be able to read on my PC!
304988,-1.0,2018,Wasn't avalible on my device
305009,1.0,2018,Love reading using kindle!
305010,1.0,2018,I wish they would do a better job for using the voice reading on it. Hopefully they will improve it more soon.
305011,1.0,2018,Awesome App to read books
305012,1.0,2018,Great fun and very handy.  Keeps bookcases in open space.
305013,1.0,2018,I have used the app before. It always provides me access to my books.
305014,1.0,2018,easy to use. bookmarks and highlighting are cool
305015,1.0,2018,"I already have Kindle on my iPhone, wanted to add it on my home PC"
305016,1.0,2018,"Great product, works great"
305017,1.0,2018,Nice to be able to get a new book with one click and instant delivery.
305018,1.0,2018,thanks
305029,0.0,2018,It works
305030,1.0,2018,Love this app........works great with my free Amazon prime reading and bookd downloads.
305031,1.0,2018,Awesome!
305032,1.0,2018,"Like being able to read on my phone while out eating. It's great to while the time away, waiting for the waiter to come take my order"
305033,1.0,2018,Enjoy being able to read and download books and store in small space.
305034,1.0,2018,"Great PC app. I've used it for a few years now, and have never had a problem."
305035,1.0,2018,Handy app - makes reading digital books easy. Now I can read them on my tablet as well as my PC.
305036,1.0,2018,Very user friendly
305037,1.0,2018,Like to be able to choose books in Kindle form to read on my computer.
305038,-1.0,2018,Can not get my books to download to it. Says it is not registered even thought I have repeatedly put in info.
305049,1.0,2018,"Love this app, thank you."
305051,1.0,2018,like how it links to my kindle so they both have the book and page number of what I'm reading
305052,1.0,2018,accessable anywhere.
305053,1.0,2018,Love it!!
305054,1.0,2018,I like
305055,1.0,2018,It runs smooth and fast on my Acer laptop and is decent at organizing my books!
305057,1.0,2018,Love this app!
305058,1.0,2018,much easier
305068,1.0,2018,A+++
305070,1.0,2018,The availability that I had with it
305071,1.0,2018,Good but cancels copy on another computer?
305072,1.0,2018,nice interface
305073,1.0,2018,Great complement to Kindle for iPhone and tablet.
305074,-1.0,2018,I can get books so much easier! But freezes up a lot!
305075,1.0,2018,"I am able to download the app on any device, which means a great deal to avid readers and college students. Thanks for the flexibility!"
305076,1.0,2018,Very convenient.
305077,1.0,2018,Use it all the time on my laptop
305108,1.0,2018,Its user-friendly and my progress is synchronized between all my devices. I recommend it
305109,1.0,2018,Good
305110,-1.0,2018,"Actually i don't know if I like it or not. I can't install it on my laptop. I have Windows 10, and the ad says it works on that. However, apparently does not."
305111,1.0,2018,Easy to use. Easy to download. Works great.
